,CO_MUN_GEO,NO_MUN,NO_MUN_MIN,SG_UF
5002,3434302,ORLANDIA,Orlândia,SP
5003,3434401,OSASCO,Osasco,SP
5004,3434500,OSCAR BRESSANE,Oscar Bressane,SP
5005,3434609,OSVALDO CRUZ,Osvaldo Cruz,SP
5006,3434708,OURINHOS,Ourinhos,SP
5007,3434757,OUROESTE,Ouroeste,SP
5008,3434807,OURO VERDE,Ouro Verde,SP
5009,3434906,PACAEMBU,Pacaembu,SP
5010,3435002,PALESTINA,Palestina,SP
5011,3435101,PALMARES PAULISTA,Palmares Paulista,SP
5012,3435200,PALMEIRA D'OESTE,Palmeira d'Oeste,SP
5013,3435309,PALMITAL,Palmital,SP
5014,3435408,PANORAMA,Panorama,SP
5015,3435507,PARAGUACU PAULISTA,Paraguaçu Paulista,SP
5016,3435606,PARAIBUNA,Paraibuna,SP
5017,3435705,PARAISO,Paraíso,SP
5018,3435804,PARANAPANEMA,Paranapanema,SP
5019,3435903,PARANAPUA,Paranapuã,SP
5020,3436000,PARAPUA,Parapuã,SP
5021,3436109,PARDINHO,Pardinho,SP
5022,3436208,PARIQUERA-ACU,Pariquera-Açu,SP
5023,3436257,PARISI,Parisi,SP
5024,3436307,PATROCINIO PAULISTA,Patrocínio Paulista,SP
5025,3436406,PAULICEIA,Paulicéia,SP
5026,3436505,PAULINIA,Paulínia,SP
5027,3436570,PAULISTANIA,Paulistânia,SP
5028,3436604,PAULO DE FARIA,Paulo de Faria,SP
5029,3436703,PEDERNEIRAS,Pederneiras,SP
5030,3436802,PEDRA BELA,Pedra Bela,SP
5031,3436901,PEDRANOPOLIS,Pedranópolis,SP
5032,3437008,PEDREGULHO,Pedregulho,SP
5033,3437107,PEDREIRA,Pedreira,SP
5034,3437156,PEDRINHAS PAULISTA,Pedrinhas Paulista,SP
5035,3437206,PEDRO DE TOLEDO,Pedro de Toledo,SP
5036,3437305,PENAPOLIS,Penápolis,SP
5037,4314464,PINHAL DA SERRA,Pinhal da Serra,RS
5038,4314472,PINHAL GRANDE,Pinhal Grande,RS
5039,4314498,PINHEIRINHO DO VALE,Pinheirinho do Vale,RS
5040,4314506,PINHEIRO MACHADO,Pinheiro Machado,RS
5041,4314548,PINTO BANDEIRA,Pinto Bandeira,RS
5042,4314555,PIRAPO,Pirapó,RS
5043,4314605,PIRATINI,Piratini,RS
5044,4314704,PLANALTO,Planalto,RS
5045,4314753,POCO DAS ANTAS,Poço das Antas,RS
5046,4314779,PONTAO,Pontão,RS
5047,4314787,PONTE PRETA,Ponte Preta,RS
5048,4314803,PORTAO,Portão,RS
5049,4314902,PORTO ALEGRE,Porto Alegre,RS
5050,4315008,PORTO LUCENA,Porto Lucena,RS
5051,4315057,PORTO MAUA,Porto Mauá,RS
5052,4315073,PORTO VERA CRUZ,Porto Vera Cruz,RS
5053,4315107,PORTO XAVIER,Porto Xavier,RS
5054,4315131,POUSO NOVO,Pouso Novo,RS
5055,4315149,PRESIDENTE LUCENA,Presidente Lucena,RS
5056,4315156,PROGRESSO,Progresso,RS
5057,4315172,PROTASIO ALVES,Protásio Alves,RS
5058,4315206,PUTINGA,Putinga,RS
5059,4315305,QUARAI,Quaraí,RS
5060,4315313,QUATRO IRMAOS,Quatro Irmãos,RS
5061,4315321,QUEVEDOS,Quevedos,RS
5062,4315354,QUINZE DE NOVEMBRO,Quinze de Novembro,RS
5063,4315404,REDENTORA,Redentora,RS
5064,4315453,RELVADO,Relvado,RS
5065,4315503,RESTINGA SECA,Restinga Seca,RS
5066,4315552,RIO DOS INDIOS,Rio dos Índios,RS
5067,4315602,RIO GRANDE,Rio Grande,RS
5068,4315701,RIO PARDO,Rio Pardo,RS
5069,4315750,RIOZINHO,Riozinho,RS
5070,4315800,ROCA SALES,Roca Sales,RS
5071,4315909,RODEIO BONITO,Rodeio Bonito,RS
5072,4315958,ROLADOR,Rolador,RS
5073,4316006,ROLANTE,Rolante,RS
5074,4316105,RONDA ALTA,Ronda Alta,RS
5075,4316204,RONDINHA,Rondinha,RS
5076,4316303,ROQUE GONZALES,Roque Gonzales,RS
5077,4316402,ROSARIO DO SUL,Rosário do Sul,RS
5078,4316428,SAGRADA FAMILIA,Sagrada Família,RS
5079,4316436,SALDANHA MARINHO,Saldanha Marinho,RS
5080,4316451,SALTO DO JACUI,Salto do Jacuí,RS
5081,4316477,SALVADOR DAS MISSOES,Salvador das Missões,RS
5082,4316501,SALVADOR DO SUL,Salvador do Sul,RS
5083,4316600,SANANDUVA,Sananduva,RS
5084,4316709,SANTA BARBARA DO SUL,Santa Bárbara do Sul,RS
5085,4316733,SANTA CECILIA DO SUL,Santa Cecília do Sul,RS
5086,4316758,SANTA CLARA DO SUL,Santa Clara do Sul,RS
5087,4316808,SANTA CRUZ DO SUL,Santa Cruz do Sul,RS
5088,4316907,SANTA MARIA,Santa Maria,RS
5089,4316956,SANTA MARIA DO HERVAL,Santa Maria do Herval,RS
5090,4316972,SANTA MARGARIDA DO SUL,Santa Margarida do Sul,RS
5091,4317004,SANTANA DA BOA VISTA,Santana da Boa Vista,RS
5092,4317103,SANTANA DO LIVRAMENTO,Santana do Livramento,RS
5093,4317202,SANTA ROSA,Santa Rosa,RS
5094,4317251,SANTA TEREZA,Santa Tereza,RS
5095,4317301,SANTA VITORIA DO PALMAR,Santa Vitória do Palmar,RS
5096,4317400,SANTIAGO,Santiago,RS
5097,4317509,SANTO ANGELO,Santo Ângelo,RS
5098,4317558,SANTO ANTONIO DO PALMA,Santo Antônio do Palma,RS
5099,4317608,SANTO ANTONIO DA PATRULHA,Santo Antônio da Patrulha,RS
5100,4317707,SANTO ANTONIO DAS MISSOES,Santo Antônio das Missões,RS
5101,4317756,SANTO ANTONIO DO PLANALTO,Santo Antônio do Planalto,RS
5102,4317806,SANTO AUGUSTO,Santo Augusto,RS
5103,4317905,SANTO CRISTO,Santo Cristo,RS
5104,4317954,SANTO EXPEDITO DO SUL,Santo Expedito do Sul,RS
5105,4318002,SAO BORJA,São Borja,RS
5106,4318051,SAO DOMINGOS DO SUL,São Domingos do Sul,RS
5107,4318101,SAO FRANCISCO DE ASSIS,São Francisco de Assis,RS
5108,4318200,SAO FRANCISCO DE PAULA,São Francisco de Paula,RS
5109,4318309,SAO GABRIEL,São Gabriel,RS
5110,4318408,SAO JERONIMO,São Jerônimo,RS
5111,4318424,SAO JOAO DA URTIGA,São João da Urtiga,RS
5112,4318432,SAO JOAO DO POLESINE,São João do Polêsine,RS
5113,4318440,SAO JORGE,São Jorge,RS
5114,4318457,SAO JOSE DAS MISSOES,São José das Missões,RS
5115,4318465,SAO JOSE DO HERVAL,São José do Herval,RS
5116,4318481,SAO JOSE DO HORTENCIO,São José do Hortêncio,RS
5117,4318499,SAO JOSE DO INHACORA,São José do Inhacorá,RS
5118,4318507,SAO JOSE DO NORTE,São José do Norte,RS
5119,4318606,SAO JOSE DO OURO,São José do Ouro,RS
5120,4318614,SAO JOSE DO SUL,São José do Sul,RS
5121,4318622,SAO JOSE DOS AUSENTES,São José dos Ausentes,RS
5122,4318705,SAO LEOPOLDO,São Leopoldo,RS
5123,4318804,SAO LOURENCO DO SUL,São Lourenço do Sul,RS
5124,4318903,SAO LUIZ GONZAGA,São Luiz Gonzaga,RS
5125,4319000,SAO MARCOS,São Marcos,RS
5126,4319109,SAO MARTINHO,São Martinho,RS
5127,4319125,SAO MARTINHO DA SERRA,São Martinho da Serra,RS
5128,4319158,SAO MIGUEL DAS MISSOES,São Miguel das Missões,RS
5129,4319208,SAO NICOLAU,São Nicolau,RS
5130,4319307,SAO PAULO DAS MISSOES,São Paulo das Missões,RS
5131,4319356,SAO PEDRO DA SERRA,São Pedro da Serra,RS
5132,4319364,SAO PEDRO DAS MISSOES,São Pedro das Missões,RS
5133,4319372,SAO PEDRO DO BUTIA,São Pedro do Butiá,RS
5134,4319406,SAO PEDRO DO SUL,São Pedro do Sul,RS
5135,4319505,SAO SEBASTIAO DO CAI,São Sebastião do Caí,RS
5136,4319604,SAO SEPE,São Sepé,RS
5137,4319703,SAO VALENTIM,São Valentim,RS
5138,4319711,SAO VALENTIM DO SUL,São Valentim do Sul,RS
5139,4319737,SAO VALERIO DO SUL,São Valério do Sul,RS
5140,4319752,SAO VENDELINO,São Vendelino,RS
5141,4319802,SAO VICENTE DO SUL,São Vicente do Sul,RS
5142,4319901,SAPIRANGA,Sapiranga,RS
5143,4320008,SAPUCAIA DO SUL,Sapucaia do Sul,RS
5144,4320107,SARANDI,Sarandi,RS
5145,4320206,SEBERI,Seberi,RS
5146,4320230,SEDE NOVA,Sede Nova,RS
5147,4320263,SEGREDO,Segredo,RS
5148,4320305,SELBACH,Selbach,RS
5149,4320321,SENADOR SALGADO FILHO,Senador Salgado Filho,RS
5150,4320354,SENTINELA DO SUL,Sentinela do Sul,RS
5151,4320404,SERAFINA CORREA,Serafina Corrêa,RS
5152,4320453,SERIO,Sério,RS
5153,4320503,SERTAO,Sertão,RS
5154,4320552,SERTAO SANTANA,Sertão Santana,RS
5155,4320578,SETE DE SETEMBRO,Sete de Setembro,RS
5156,4320602,SEVERIANO DE ALMEIDA,Severiano de Almeida,RS
5157,4320651,SILVEIRA MARTINS,Silveira Martins,RS
5158,4320677,SINIMBU,Sinimbu,RS
5159,4320701,SOBRADINHO,Sobradinho,RS
5160,4320800,SOLEDADE,Soledade,RS
5161,4320859,TABAI,Tabaí,RS
5162,4320909,TAPEJARA,Tapejara,RS
5163,4321006,TAPERA,Tapera,RS
5164,4321105,TAPES,Tapes,RS
5165,4321204,TAQUARA,Taquara,RS
5166,4321303,TAQUARI,Taquari,RS
5167,4321329,TAQUARUCU DO SUL,Taquaruçu do Sul,RS
5168,4321352,TAVARES,Tavares,RS
5169,4321402,TENENTE PORTELA,Tenente Portela,RS
5170,4321436,TERRA DE AREIA,Terra de Areia,RS
5171,4321451,TEUTONIA,Teutônia,RS
5172,4321469,TIO HUGO,Tio Hugo,RS
5173,4321477,TIRADENTES DO SUL,Tiradentes do Sul,RS
5174,4321493,TOROPI,Toropi,RS
5175,4321501,TORRES,Torres,RS
5176,4321600,TRAMANDAI,Tramandaí,RS
5177,4321626,TRAVESSEIRO,Travesseiro,RS
5178,4321634,TRES ARROIOS,Três Arroios,RS
5179,4321667,TRES CACHOEIRAS,Três Cachoeiras,RS
5180,4321709,TRES COROAS,Três Coroas,RS
5181,4321808,TRES DE MAIO,Três de Maio,RS
5182,4321832,TRES FORQUILHAS,Três Forquilhas,RS
5183,4321857,TRES PALMEIRAS,Três Palmeiras,RS
5184,4321907,TRES PASSOS,Três Passos,RS
5185,4321956,TRINDADE DO SUL,Trindade do Sul,RS
5186,4322004,TRIUNFO,Triunfo,RS
5187,4322103,TUCUNDUVA,Tucunduva,RS
5188,4322152,TUNAS,Tunas,RS
5189,4322186,TUPANCI DO SUL,Tupanci do Sul,RS
5190,4322202,TUPANCIRETA,Tupanciretã,RS
5191,4322251,TUPANDI,Tupandi,RS
5192,4322301,TUPARENDI,Tuparendi,RS
5193,4322327,TURUCU,Turuçu,RS
5194,4322343,UBIRETAMA,Ubiretama,RS
5195,4322350,UNIAO DA SERRA,União da Serra,RS
5196,4322376,UNISTALDA,Unistalda,RS
5197,4322400,URUGUAIANA,Uruguaiana,RS
5198,4322509,VACARIA,Vacaria,RS
5199,4322525,VALE VERDE,Vale Verde,RS
5200,4106506,CORONEL VIVIDA,Coronel Vivida,PR
5201,4106555,CORUMBATAI DO SUL,Corumbataí do Sul,PR
5202,4106571,CRUZEIRO DO IGUACU,Cruzeiro do Iguaçu,PR
5203,4106605,CRUZEIRO DO OESTE,Cruzeiro do Oeste,PR
5204,4106704,CRUZEIRO DO SUL,Cruzeiro do Sul,PR
5205,4106803,CRUZ MACHADO,Cruz Machado,PR
5206,4106852,CRUZMALTINA,Cruzmaltina,PR
5207,4106902,CURITIBA,Curitiba,PR
5208,4107009,CURIUVA,Curiúva,PR
5209,4107108,DIAMANTE DO NORTE,Diamante do Norte,PR
5210,4107124,DIAMANTE DO SUL,Diamante do Sul,PR
5211,4107157,DIAMANTE D'OESTE,Diamante D'Oeste,PR
5212,4107207,DOIS VIZINHOS,Dois Vizinhos,PR
5213,4107256,DOURADINA,Douradina,PR
5214,4107306,DOUTOR CAMARGO,Doutor Camargo,PR
5215,4107405,ENEAS MARQUES,Enéas Marques,PR
5216,4107504,ENGENHEIRO BELTRAO,Engenheiro Beltrão,PR
5217,4107520,ESPERANCA NOVA,Esperança Nova,PR
5218,4107538,ENTRE RIOS DO OESTE,Entre Rios do Oeste,PR
5219,4107546,ESPIGAO ALTO DO IGUACU,Espigão Alto do Iguaçu,PR
5220,4107553,FAROL,Farol,PR
5221,4107603,FAXINAL,Faxinal,PR
5222,4107652,FAZENDA RIO GRANDE,Fazenda Rio Grande,PR
5223,4107702,FENIX,Fênix,PR
5224,4107736,FERNANDES PINHEIRO,Fernandes Pinheiro,PR
5225,4107751,FIGUEIRA,Figueira,PR
5226,4107801,FLORAI,Floraí,PR
5227,4107850,FLOR DA SERRA DO SUL,Flor da Serra do Sul,PR
5228,4107900,FLORESTA,Floresta,PR
5229,4108007,FLORESTOPOLIS,Florestópolis,PR
5230,4108106,FLORIDA,Flórida,PR
5231,4108205,FORMOSA DO OESTE,Formosa do Oeste,PR
5232,4108304,FOZ DO IGUACU,Foz do Iguaçu,PR
5233,4108320,FRANCISCO ALVES,Francisco Alves,PR
5234,4108403,FRANCISCO BELTRAO,Francisco Beltrão,PR
5235,4108452,FOZ DO JORDAO,Foz do Jordão,PR
5236,4108502,GENERAL CARNEIRO,General Carneiro,PR
5237,4108551,GODOY MOREIRA,Godoy Moreira,PR
5238,4108601,GOIOERE,Goioerê,PR
5239,4108650,GOIOXIM,Goioxim,PR
5240,4108700,GRANDES RIOS,Grandes Rios,PR
5241,4108809,GUAIRA,Guaíra,PR
5242,4108908,GUAIRACA,Guairaçá,PR
5243,4108957,GUAMIRANGA,Guamiranga,PR
5244,4109005,GUAPIRAMA,Guapirama,PR
5245,4109104,GUAPOREMA,Guaporema,PR
5246,4109203,GUARACI,Guaraci,PR
5247,4109302,GUARANIACU,Guaraniaçu,PR
5248,4109401,GUARAPUAVA,Guarapuava,PR
5249,4109500,GUARAQUECABA,Guaraqueçaba,PR
5250,4109609,GUARATUBA,Guaratuba,PR
5251,4109658,HONORIO SERPA,Honório Serpa,PR
5252,4109708,IBAITI,Ibaiti,PR
5253,4109757,IBEMA,Ibema,PR
5254,4109807,IBIPORA,Ibiporã,PR
5255,4109906,ICARAIMA,Icaraíma,PR
5256,4110003,IGUARACU,Iguaraçu,PR
5257,4110052,IGUATU,Iguatu,PR
5258,4110078,IMBAU,Imbaú,PR
5259,4110102,IMBITUVA,Imbituva,PR
5260,4110201,INACIO MARTINS,Inácio Martins,PR
5261,4110300,INAJA,Inajá,PR
5262,4110409,INDIANOPOLIS,Indianópolis,PR
5263,4110508,IPIRANGA,Ipiranga,PR
5264,4110607,IPORA,Iporã,PR
5265,4110656,IRACEMA DO OESTE,Iracema do Oeste,PR
5266,4110706,IRATI,Irati,PR
5267,4110805,IRETAMA,Iretama,PR
5268,4110904,ITAGUAJE,Itaguajé,PR
5269,4110953,ITAIPULANDIA,Itaipulândia,PR
5270,4111001,ITAMBARACA,Itambaracá,PR
5271,4111100,ITAMBE,Itambé,PR
5272,4111209,ITAPEJARA D'OESTE,Itapejara d'Oeste,PR
5273,4111258,ITAPERUCU,Itaperuçu,PR
5274,4111308,ITAUNA DO SUL,Itaúna do Sul,PR
5275,4111407,IVAI,Ivaí,PR
5276,4111506,IVAIPORA,Ivaiporã,PR
5277,4111555,IVATE,Ivaté,PR
5278,4111605,IVATUBA,Ivatuba,PR
5279,4111704,JABOTI,Jaboti,PR
5280,4111803,JACAREZINHO,Jacarezinho,PR
5281,4111902,JAGUAPITA,Jaguapitã,PR
5282,4112009,JAGUARIAIVA,Jaguariaíva,PR
5283,4112108,JANDAIA DO SUL,Jandaia do Sul,PR
5284,4112207,JANIOPOLIS,Janiópolis,PR
5285,4112306,JAPIRA,Japira,PR
5286,4112405,JAPURA,Japurá,PR
5287,4112504,JARDIM ALEGRE,Jardim Alegre,PR
5288,4112603,JARDIM OLINDA,Jardim Olinda,PR
5289,4112702,JATAIZINHO,Jataizinho,PR
5290,4112751,JESUITAS,Jesuítas,PR
5291,4112801,JOAQUIM TAVORA,Joaquim Távora,PR
5292,4112900,JUNDIAI DO SUL,Jundiaí do Sul,PR
5293,4112959,JURANDA,Juranda,PR
5294,4113007,JUSSARA,Jussara,PR
5295,4113106,KALORE,Kaloré,PR
5296,4113205,LAPA,Lapa,PR
5297,4113254,LARANJAL,Laranjal,PR
5298,4113304,LARANJEIRAS DO SUL,Laranjeiras do Sul,PR
5299,4113403,LEOPOLIS,Leópolis,PR
5300,4113429,LIDIANOPOLIS,Lidianópolis,PR
5301,4113452,LINDOESTE,Lindoeste,PR
5302,4113502,LOANDA,Loanda,PR
5303,4113601,LOBATO,Lobato,PR
5304,4113700,LONDRINA,Londrina,PR
5305,4113734,LUIZIANA,Luiziana,PR
5306,4113759,LUNARDELLI,Lunardelli,PR
5307,4113809,LUPIONOPOLIS,Lupionópolis,PR
5308,4113908,MALLET,Mallet,PR
5309,4114005,MAMBORE,Mamborê,PR
5310,4114104,MANDAGUACU,Mandaguaçu,PR
5311,4114203,MANDAGUARI,Mandaguari,PR
5312,4114302,MANDIRITUBA,Mandirituba,PR
5313,4114351,MANFRINOPOLIS,Manfrinópolis,PR
5314,4114401,MANGUEIRINHA,Mangueirinha,PR
5315,4114500,MANOEL RIBAS,Manoel Ribas,PR
5316,4114609,MARECHAL CANDIDO RONDON,Marechal Cândido Rondon,PR
5317,4114708,MARIA HELENA,Maria Helena,PR
5318,4114807,MARIALVA,Marialva,PR
5319,4114906,MARILANDIA DO SUL,Marilândia do Sul,PR
5320,4115002,MARILENA,Marilena,PR
5321,4115101,MARILUZ,Mariluz,PR
5322,4115200,MARINGA,Maringá,PR
5323,4115309,MARIOPOLIS,Mariópolis,PR
5324,4115358,MARIPA,Maripá,PR
5325,4115408,MARMELEIRO,Marmeleiro,PR
5326,4115457,MARQUINHO,Marquinho,PR
5327,4115507,MARUMBI,Marumbi,PR
5328,4115606,MATELANDIA,Matelândia,PR
5329,4115705,MATINHOS,Matinhos,PR
5330,4115739,MATO RICO,Mato Rico,PR
5331,4115754,MAUA DA SERRA,Mauá da Serra,PR
5332,4208005,ITA,Itá,SC
5333,4208104,ITAIOPOLIS,Itaiópolis,SC
5334,4208203,ITAJAI,Itajaí,SC
5335,4208302,ITAPEMA,Itapema,SC
5336,4208401,ITAPIRANGA,Itapiranga,SC
5337,4208450,ITAPOA,Itapoá,SC
5338,4208500,ITUPORANGA,Ituporanga,SC
5339,4208609,JABORA,Jaborá,SC
5340,4208708,JACINTO MACHADO,Jacinto Machado,SC
5341,4208807,JAGUARUNA,Jaguaruna,SC
5342,4208906,JARAGUA DO SUL,Jaraguá do Sul,SC
5343,4208955,JARDINOPOLIS,Jardinópolis,SC
5344,4209003,JOACABA,Joaçaba,SC
5345,4209102,JOINVILLE,Joinville,SC
5346,4209151,JOSE BOITEUX,José Boiteux,SC
5347,4209177,JUPIA,Jupiá,SC
5348,4209201,LACERDOPOLIS,Lacerdópolis,SC
5349,4209300,LAGES,Lages,SC
5350,4209409,LAGUNA,Laguna,SC
5351,4209458,LAJEADO GRANDE,Lajeado Grande,SC
5352,4209508,LAURENTINO,Laurentino,SC
5353,4209607,LAURO MULLER,Lauro Muller,SC
5354,4209706,LEBON REGIS,Lebon Régis,SC
5355,4209805,LEOBERTO LEAL,Leoberto Leal,SC
5356,4209854,LINDOIA DO SUL,Lindóia do Sul,SC
5357,4209904,LONTRAS,Lontras,SC
5358,4210001,LUIZ ALVES,Luiz Alves,SC
5359,4210035,LUZERNA,Luzerna,SC
5360,4210050,MACIEIRA,Macieira,SC
5361,4210100,MAFRA,Mafra,SC
5362,4210209,MAJOR GERCINO,Major Gercino,SC
5363,4210308,MAJOR VIEIRA,Major Vieira,SC
5364,4210407,MARACAJA,Maracajá,SC
5365,4210506,MARAVILHA,Maravilha,SC
5366,4210555,MAREMA,Marema,SC
5367,4210605,MASSARANDUBA,Massaranduba,SC
5368,4210704,MATOS COSTA,Matos Costa,SC
5369,4210803,MELEIRO,Meleiro,SC
5370,4210852,MIRIM DOCE,Mirim Doce,SC
5371,4210902,MODELO,Modelo,SC
5372,4211009,MONDAI,Mondaí,SC
5373,4211058,MONTE CARLO,Monte Carlo,SC
5374,4211108,MONTE CASTELO,Monte Castelo,SC
5375,4211207,MORRO DA FUMACA,Morro da Fumaça,SC
5376,4211256,MORRO GRANDE,Morro Grande,SC
5377,4211306,NAVEGANTES,Navegantes,SC
5378,4211405,NOVA ERECHIM,Nova Erechim,SC
5379,4211454,NOVA ITABERABA,Nova Itaberaba,SC
5380,4211504,NOVA TRENTO,Nova Trento,SC
5381,4211603,NOVA VENEZA,Nova Veneza,SC
5382,4211652,NOVO HORIZONTE,Novo Horizonte,SC
5383,4211702,ORLEANS,Orleans,SC
5384,4211751,OTACILIO COSTA,Otacílio Costa,SC
5385,4211801,OURO,Ouro,SC
5386,4211850,OURO VERDE,Ouro Verde,SC
5387,4211876,PAIAL,Paial,SC
5388,4211892,PAINEL,Painel,SC
5389,4211900,PALHOCA,Palhoça,SC
5390,4212007,PALMA SOLA,Palma Sola,SC
5391,4212056,PALMEIRA,Palmeira,SC
5392,4212106,PALMITOS,Palmitos,SC
5393,4212205,PAPANDUVA,Papanduva,SC
5394,4212239,PARAISO,Paraíso,SC
5395,4212254,PASSO DE TORRES,Passo de Torres,SC
5396,4212270,PASSOS MAIA,Passos Maia,SC
5397,4212304,PAULO LOPES,Paulo Lopes,SC
5398,4212403,PEDRAS GRANDES,Pedras Grandes,SC
5399,4212502,PENHA,Penha,SC
5400,4212601,PERITIBA,Peritiba,SC
5401,4212650,PESCARIA BRAVA,Pescaria Brava,SC
5402,4212700,PETROLANDIA,Petrolândia,SC
5403,4212809,PICARRAS,Piçarras,SC
5404,4212908,PINHALZINHO,Pinhalzinho,SC
5405,4213005,PINHEIRO PRETO,Pinheiro Preto,SC
5406,4213104,PIRATUBA,Piratuba,SC
5407,4213153,PLANALTO ALEGRE,Planalto Alegre,SC
5408,4213203,POMERODE,Pomerode,SC
5409,4213302,PONTE ALTA,Ponte Alta,SC
5410,4213351,PONTE ALTA DO NORTE,Ponte Alta do Norte,SC
5411,4213401,PONTE SERRADA,Ponte Serrada,SC
5412,4213500,PORTO BELO,Porto Belo,SC
5413,4213609,PORTO UNIAO,Porto União,SC
5414,4213708,POUSO REDONDO,Pouso Redondo,SC
5415,4213807,PRAIA GRANDE,Praia Grande,SC
5416,4213906,PRESIDENTE CASTELO BRANCO,Presidente Castelo Branco,SC
5417,4214003,PRESIDENTE GETULIO,Presidente Getúlio,SC
5418,4214102,PRESIDENTE NEREU,Presidente Nereu,SC
5419,4214151,PRINCESA,Princesa,SC
5420,4214201,QUILOMBO,Quilombo,SC
5421,4214300,RANCHO QUEIMADO,Rancho Queimado,SC
5422,4214409,RIO DAS ANTAS,Rio das Antas,SC
5423,4214508,RIO DO CAMPO,Rio do Campo,SC
5424,4214607,RIO DO OESTE,Rio do Oeste,SC
5425,4214706,RIO DOS CEDROS,Rio dos Cedros,SC
5426,4214805,RIO DO SUL,Rio do Sul,SC
5427,4214904,RIO FORTUNA,Rio Fortuna,SC
5428,4215000,RIO NEGRINHO,Rio Negrinho,SC
5429,4215059,RIO RUFINO,Rio Rufino,SC
5430,4215075,RIQUEZA,Riqueza,SC
5431,4215109,RODEIO,Rodeio,SC
5432,4215208,ROMELANDIA,Romelândia,SC
5433,4215307,SALETE,Salete,SC
5434,4215356,SALTINHO,Saltinho,SC
5435,4215406,SALTO VELOSO,Salto Veloso,SC
5436,4215455,SANGAO,Sangão,SC
5437,4215505,SANTA CECILIA,Santa Cecília,SC
5438,4215554,SANTA HELENA,Santa Helena,SC
5439,4215604,SANTA ROSA DE LIMA,Santa Rosa de Lima,SC
5440,4215653,SANTA ROSA DO SUL,Santa Rosa do Sul,SC
5441,4215679,SANTA TEREZINHA,Santa Terezinha,SC
5442,4215687,SANTA TEREZINHA DO PROGRESSO,Santa Terezinha do Progresso,SC
5443,4215695,SANTIAGO DO SUL,Santiago do Sul,SC
5444,4215703,SANTO AMARO DA IMPERATRIZ,Santo Amaro da Imperatriz,SC
5445,4215752,SAO BERNARDINO,São Bernardino,SC
5446,4215802,SAO BENTO DO SUL,São Bento do Sul,SC
5447,4215901,SAO BONIFACIO,São Bonifácio,SC
5448,4216008,SAO CARLOS,São Carlos,SC
5449,4216057,SAO CRISTOVAO DO SUL,São Cristovão do Sul,SC
5450,4216107,SAO DOMINGOS,São Domingos,SC
5451,4216206,SAO FRANCISCO DO SUL,São Francisco do Sul,SC
5452,4216255,SAO JOAO DO OESTE,São João do Oeste,SC
5453,4216305,SAO JOAO BATISTA,São João Batista,SC
5454,4216354,SAO JOAO DO ITAPERIU,São João do Itaperiú,SC
5455,4216404,SAO JOAO DO SUL,São João do Sul,SC
5456,4216503,SAO JOAQUIM,São Joaquim,SC
5457,4216602,SAO JOSE,São José,SC
5458,1504752,MOJUI DOS CAMPOS,Mojuí dos Campos,PA
5459,4119400,PIRAI DO SUL,Piraí do Sul,PR
5460,4119509,PIRAQUARA,Piraquara,PR
5461,4119608,PITANGA,Pitanga,PR
5462,4119657,PITANGUEIRAS,Pitangueiras,PR
5463,4119707,PLANALTINA DO PARANA,Planaltina do Paraná,PR
5464,4119806,PLANALTO,Planalto,PR
5465,4119905,PONTA GROSSA,Ponta Grossa,PR
5466,4119954,PONTAL DO PARANA,Pontal do Paraná,PR
5467,4120002,PORECATU,Porecatu,PR
5468,4120101,PORTO AMAZONAS,Porto Amazonas,PR
5469,4120150,PORTO BARREIRO,Porto Barreiro,PR
5470,4120200,PORTO RICO,Porto Rico,PR
5471,4120309,PORTO VITORIA,Porto Vitória,PR
5472,4120333,PRADO FERREIRA,Prado Ferreira,PR
5473,4120358,PRANCHITA,Pranchita,PR
5474,4120408,PRESIDENTE CASTELO BRANCO,Presidente Castelo Branco,PR
5475,4120507,PRIMEIRO DE MAIO,Primeiro de Maio,PR
5476,4120606,PRUDENTOPOLIS,Prudentópolis,PR
5477,4120655,QUARTO CENTENARIO,Quarto Centenário,PR
5478,4120705,QUATIGUA,Quatiguá,PR
5479,4120804,QUATRO BARRAS,Quatro Barras,PR
5480,4120853,QUATRO PONTES,Quatro Pontes,PR
5481,4120903,QUEDAS DO IGUACU,Quedas do Iguaçu,PR
5482,4121000,QUERENCIA DO NORTE,Querência do Norte,PR
5483,4121109,QUINTA DO SOL,Quinta do Sol,PR
5484,4121208,QUITANDINHA,Quitandinha,PR
5485,4121257,RAMILANDIA,Ramilândia,PR
5486,4121307,RANCHO ALEGRE,Rancho Alegre,PR
5487,4121356,RANCHO ALEGRE D'OESTE,Rancho Alegre D'Oeste,PR
5488,4121406,REALEZA,Realeza,PR
5489,4121505,REBOUCAS,Rebouças,PR
5490,4121604,RENASCENCA,Renascença,PR
5491,4121703,RESERVA,Reserva,PR
5492,4121752,RESERVA DO IGUACU,Reserva do Iguaçu,PR
5493,4121802,RIBEIRAO CLARO,Ribeirão Claro,PR
5494,4121901,RIBEIRAO DO PINHAL,Ribeirão do Pinhal,PR
5495,4122008,RIO AZUL,Rio Azul,PR
5496,4122107,RIO BOM,Rio Bom,PR
5497,4122156,RIO BONITO DO IGUACU,Rio Bonito do Iguaçu,PR
5498,4122172,RIO BRANCO DO IVAI,Rio Branco do Ivaí,PR
5499,4122206,RIO BRANCO DO SUL,Rio Branco do Sul,PR
